0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,delta,P0,phi,ion,type
0.0,5.336611771412889e-06,4.884261439782435e-05,0.00021363802103437573,0.000635001514996859,0.001441760961628725,0.002656224741822309,0.004177616928311222,0.005889212210120905,0.007738337175961809,0.009724713802672327,0.011865638167025823,0.014177916041309632,0.016673396865978282,0.019359468867171496,0.022240482054386782,0.025318932595764062,0.028596247270245494,0.03207325598395526,0.035750462278475774,0.0396281934264948,0.04370668205363963,0.047986110009720716,0.05246663188448317,0.05714838772410459,0.06203151007867208,0.06711612808228858,0.07240236996365167,0.0778903646973607,0.08358024314928153,0.08947213888687097,0.0955661887338186,0.10186253310358734,0.10836131612552057,0.11506268556829538,0.12196679256263303,0.12907379112523787,0.1363838374873821,0.14389708923359215,0.1516137042580925,0.1595338395488328,0.16765764981093564,0.17598528594317056,0.1845168933825914,0.19325261033368943,0.20219256589936319,0.21133687813163654,0.22068565202040966,0.2302389774385962,0.2399969270618031,0.24995955428027267,0.2601268911201441,0.2704989461902433,0.2810757026695763,0.29185711634955575,0.3028431137437038,0.3140335902762428,0.32542840855956096,0.3370273967691337,0.3488303471230394,0.3608370144718085,0.3730471150029823,0.38546032506345573,0.39807628010145796,0.41089457372888544,0.4239147569036522,0.4371363372308133,0.45055877838035574,0.46418149961886473,0.4780038754516339,0.49202523537130993,0.5062448637087382,0.520661999581379,0.5352758369344518,0.5500855246697988,0.5650901668574462,0.5802888230247786,0.5956805085183461,0.611264194933423,0.6270388106065226,0.6430032411663468,0.6591563301387378,0.6754968796014947,0.6920236508850987,0.7087353653156316,0.7256307049964194,0.7427083136251316,0.759966797343325,0.7774047256155935,0.7950206321357368,0.8128130157575075,0.8307803414476942,0.8489210412594795,0.86723351532412,0.8857161328591724,0.9043672331915987,0.9231851267941756,0.9421680963337787,0.9613143977301472,0.9806222612238547,1.0,0.9800144157234403,0.9601358278352696,0.9404557226236847,0.9209755606320786,0.9016966761253025,0.8826202838303779,0.8637474854182285,0.8450792757245055,0.8266165487102696,0.8083601031653236,0.7903106481586499,0.7724688082416666,0.754835128410905,0.7374100788374824,0.7201940593711528,0.7031874038270828,0.6863903840636573,0.669803213859688,0.6534260525993996,0.6372590087734576,0.6213021433041841,0.6055554727029145,0.5900189720672367,0.5746925779256221,0.5595761909367107,0.5446696784502355,0.5299728769363232,0.5154855942896216,0.5012076120144426,0.4871386872968441,0.4732785549692969,0.45962692937335,0.44618350612542795,0.43294796379068734,0.419919965469578,0.4070991603015814,0.3944851848903394,0.3820776646541988,0.36987621510599605,0.3578804430657032,0.34608994780939645,0.33450432215781,0.32312315350759263,0.31194602480820477,0.3009725154872751,0.29020220232705546,0.2796346602945054,0.26926946332739843,0.2591061850787164,0.24914439962148596,0.2393836821160999,0.22982360944206298,0.22046376079599497,0.21130371825764188,0.2023430673255393,0.19358139742390598,0.18501830238224878,0.17665338088909135,0.1684862369211677,0.16051648014934403,0.1527437263224765,0.14516759763034215,0.13778772304672077,0.13060373865364788,0.12361528794779239,0.11682202212984663,0.11022360037772796,0.1038196901042666,0.09760996719984774,0.09159411626009989,0.08577183079799947,0.0801428134383361,0.07470677608963536,0.0694634400829343,0.06441253625540505,0.059553804934117695,0.05488699573028688,0.050411866965945164,0.0461281843825642,0.04203571844800257,0.038134238941692294,0.0344235042982015,0.030903240964541646,0.027573103985964298,0.024432602896384506,0.021480964867799417,0.018716887765943796,0.016138108629445407,0.013740686454243235,0.01151791447325481,0.009458990679411212,0.007548450011613633,0.005769895579887796,0.00412186236479827,0.002649888651631783,0.001461350507631279,0.0006571100414163377,0.00022698984958323558,5.3893076622344714e-05,0,0.0001,0.1,0.02,0

